"","y","x","color","type"
"1",0.618619402949987,0.654777300311252,1,2
"2",0.149856420931062,0.195031492970884,1,1
"3",0.343802890858167,0.489365975838155,1,1
"4",0.799937803374609,0.748881151434034,1,2
"5",0.162818903878333,0.222234311047941,1,2
"6",0.501061964510486,0.63536354363896,1,1
"7",0.229901311772277,0.263585241045803,1,1
"8",0.894613145135796,0.951698770979419,1,2
"9",0.987980770905968,0.884430631063879,1,2
"10",0.121374032800584,0.0734804766252637,1,2
"11",-0.0833537735599564,0.0240811076946557,1,2
"12",0.192603544277831,0.250850541051477,1,2
"13",0.462836689147301,0.476798578165472,1,1
"14",0.879923091195025,0.750152361346409,1,1
"15",0.533018329484632,0.494935214053839,1,2
"16",0.371955193329111,0.124474765965715,1,2
"17",0.114321998636405,0.240266105160117,1,2
"18",0.122439262196321,0.319519279990345,1,2
"19",0.534777761469772,0.49743295670487,1,2
"20",0.230732971987873,0.173628543503582,1,1
"21",0.953130957953333,0.736207575537264,1,2
"22",0.562793426126473,0.62586526107043,1,1
"23",0.469361141975967,0.484149371273816,1,1
"24",0.17325991236496,0.276935747126117,1,2
"25",0.528591793856754,0.452103996183723,1,2
"26",0.659996610994725,0.634862050414085,1,1
"27",0.153693589002099,0.107037988491356,1,1
"28",0.402398874338975,0.283683234360069,1,1
"29",0.463780556660143,0.561673938529566,1,1
"30",0.0555079204061917,0.0129088670946658,1,1
"31",0.604181564067986,0.776684719836339,1,2
"32",0.213470616154313,0.418761439854279,1,2
"33",0.674167553674268,0.655778372194618,1,2
"34",0.60610389136088,0.633388566784561,1,1
"35",0.396749015226741,0.341818689368665,1,1
"36",0.628508029079739,0.585895728087053,1,1
"37",0.733808062654363,0.838127905968577,1,2
"38",0.365967698900946,0.391692855162546,1,1
"39",0.0253266453871607,0.0684642719570547,1,2
"40",0.131408362670368,0.0458371075801551,1,2
"41",0.898828886533501,0.776067201048136,1,2
"42",0.937606444007811,0.816181441769004,1,1
"43",0.577562890454398,0.471909273182973,1,2
"44",0.0235904908322249,0.14588400349021,1,2
"45",0.0635936086184651,0.23447354696691,1,1
"46",0.450748645110989,0.383698138641194,1,2
"47",0.190558996259812,0.136858392972499,1,2
"48",0.187336644919219,0.335240793647245,1,2
"49",0.431001126887503,0.343293880112469,1,2
"50",0.373259169035426,0.473372905049473,1,2
"51",0.519182676411222,0.362535021733493,1,1
"52",0.213543999748675,0.430631470866501,1,2
"53",0.507657664355195,0.538033184595406,1,1
"54",0.764493008371142,0.77178542339243,1,1
"55",0.386231512012179,0.492793787270784,1,2
"56",0.485183270717646,0.439410173334181,1,2
"57",0.647763542946656,0.528954818611965,1,2
"58",0.185224214609302,0.0903566358610988,1,2
"59",0.290253772146758,0.362202383810654,1,1
"60",0.332156192352793,0.29880907968618,1,2
"61",0.926551916147232,0.817938972264528,1,1
"62",0.33970665814549,0.324514769716188,1,1
"63",-0.0822683121586783,0.0308118357788771,1,2
"64",-0.210309363100486,0.0279551604762673,1,2
"65",0.170120535903429,0.153400575974956,1,1
"66",0.201215384324596,0.301785652758554,1,1
"67",0.59761770864054,0.483043783344328,1,1
"68",0.324164165319298,0.378520370461047,1,1
"69",0.768372698407048,0.74384458642453,1,2
"70",-0.0282122029873381,0.18789458158426,1,1
"71",0.401637347620055,0.368626016192138,1,1
"72",0.506630513613016,0.58370883949101,1,1
"73",0.895255081272907,0.882815143559128,1,2
"74",0.842537593794963,0.895416675601155,1,1
"75",0.201775072671821,0.240759898675606,1,1
"76",0.799207856130581,0.803704663412645,1,1
"77",0.512520984330262,0.396991537883878,1,1
"78",0.297471810542544,0.343891507945955,1,1
"79",0.541852913787836,0.554969638818875,1,1
"80",0.839144560798594,0.938401462277398,1,2
"81",0.429513013005222,0.54411437199451,1,1
"82",0.856809268045332,0.993856765562668,1,2
"83",0.808394352442712,0.634380455128849,1,2
"84",0.376765488141997,0.177518051350489,1,2
"85",0.461241418276216,0.589931276394054,1,1
"86",0.276947015767265,0.319523576647043,1,1
"87",0.331029592029734,0.226333212340251,1,2
"88",0.555913376709991,0.639736187411472,1,1
"89",0.869751409676932,0.876844071084633,1,1
"90",0.145274902685293,0.158636640757322,1,1
"91",0.704889558787064,0.739552282262594,1,2
"92",0.190298601216591,0.0932574828621,1,1
"93",0.816161957040908,0.819088757270947,1,2
"94",0.871815509375474,0.827014316804707,1,1
"95",0.204979961538975,0.033287761034444,1,1
"96",0.628489745173909,0.612943809479475,1,1
"97",0.618210094268697,0.677825844613835,1,1
"98",0.726156075815192,0.778238394996151,1,2
"99",0.697275692826405,0.820687379222363,1,1
"100",0.398365309819555,0.248456397792324,1,1
"101",0.416079343376039,0.452237240737304,1,1
"102",0.522815209113649,0.56799028115347,1,2
"103",0.442004808808231,0.587567893788218,1,2
"104",0.781530437834567,0.730473785893992,1,1
"105",0.303486014792698,0.362901421962306,1,1
"106",-0.0746817917465117,0.0596197873819619,1,1
"107",0.873285290405487,0.906969219679013,1,2
"108",0.868561426626971,0.925647052470595,1,1
"109",0.59298589246301,0.489435752620921,1,2
"110",0.665381515971883,0.617487959796563,1,2
"111",0.32342809172389,0.430862972978503,1,1
"112",0.863093459924444,0.92134045669809,1,2
"113",0.827639508591168,0.841601397609338,1,2
"114",0.549193246447914,0.419422516599298,1,2
"115",0.995275572479015,0.957192457048222,1,1
"116",0.297185847751305,0.0497054203879088,1,2
"117",0.839163017542268,0.96510712406598,1,2
"118",0.408326017409463,0.605406035203487,1,2
"119",0.506426296695313,0.46908149193041,1,2
"120",0.463651839596405,0.406547411112115,1,2
"121",1.11993617522873,0.90301279281266,1,1
"122",0.0781622025223902,0.141234037466347,1,2
"123",0.14490223159082,0.159690460888669,1,2
"124",0.326099704791636,0.429775539552793,1,1
"125",0.271281287900343,0.194793490227312,1,1
"126",0.33911483238758,0.31398027180694,1,2
"127",0.485972833439913,0.43931723292917,1,1
"128",0.839284980491063,0.720569340512156,1,2
"129",0.470169924287123,0.568063306156546,1,2
"130",0.885718387508198,0.843119334196672,1,2
"131",0.813354585207563,0.985857740975916,1,1
"132",0.10150157940568,0.306792403105646,1,1
"133",0.203194758169191,0.184805576689541,1,2
"134",0.300104536901534,0.327389212325215,1,2
"135",1.03414637877584,0.979216052917764,1,1
"136",0.331993989919055,0.289381688926369,1,2
"137",0.738020165041464,0.842340008355677,1,2
"138",0.775006129912087,0.800731286173686,1,2
"139",0.465945466108444,0.509083092678338,1,1
"140",0.243482552256933,0.15791129716672,1,1
"141",0.927459021415906,0.804697335930541,1,2
"142",0.241329757155013,0.119904754916206,1,1
"143",0.585269896519573,0.479616279248148,1,1
"144",0.494564347812206,0.616857860470191,1,2
"145",0.298569194798109,0.469449133146554,1,1
"146",0.965738179503942,0.898687673034146,1,2
"147",0.75117869835684,0.697478095069528,1,1
"148",0.720515717582407,0.868419866310433,1,2
"149",0.784798642276081,0.697091395501047,1,1
"150",0.0450313945625188,0.145145130576566,1,2
"151",0.362403085417102,0.205755430739373,1,1
"152",0.303066267207636,0.520153738325462,1,1
"153",0.501381016096405,0.531756536336616,1,1
"154",0.723646701307666,0.730939116328955,1,1
"155",-0.0870190063079495,0.0195432689506561,1,1
"156",0.908915574731912,0.863142477348447,1,2
"157",0.67752236674935,0.558713642414659,1,2
"158",0.603491333353854,0.508623754605651,1,1
"159",0.312151592204105,0.384100203868002,1,2
"160",0.606830317368528,0.573483204701915,1,1
"161",0.152392663969309,0.0437797200866044,1,1
"162",0.273698336670252,0.258506448240951,1,2
"163",0.086330494559686,0.199410642497241,1,2
"164",0.522181147812127,0.760445671388879,1,2
"165",0.142321744021778,0.125601784093305,1,1
"166",0.794669217459441,0.895239485893399,1,2
"167",0.244916036753351,0.130342111457139,1,1
"168",0.277123460681533,0.331479665823281,1,2
"169",0.117360985092246,0.0928328731097281,1,1
"170",0.380347703309094,0.596454487880692,1,1
"171",0.436306202057824,0.403294870629907,1,1
"172",0.352114472799838,0.429192798677832,1,2
"173",0.937394975601919,0.924955037888139,1,1
"174",0.362283900845772,0.415162982651964,1,1
"175",0.91142167134059,0.950406497344375,1,1
"176",0.612555357345175,0.617052164627239,1,1
"177",0.458213361960883,0.342683915514499,1,1
"178",0.104298854424184,0.150718551827595,1,1
"179",0.132733124066392,0.145849849097431,1,1
"180",-0.0719166646603855,0.0273402368184179,1,2
"181",0.186412360534038,0.301013719523326,1,2
"182",0.753502331945207,0.890549829462543,1,2
"183",0.31962144538121,0.145607548067346,1,1
"184",0.781328456902726,0.582081020111218,1,1
"185",0.190750175401802,0.319440033519641,1,2
"186",0.763172696913872,0.80574925779365,1,2
"187",0.264984743850289,0.160288364160806,1,2
"188",0.0211705745613064,0.104993385262787,1,1
"189",0.213280936054029,0.22037359746173,1,1
"190",0.119613589710304,0.132975327782333,1,2
"191",0.394817752130867,0.429480475606397,1,2
"192",0.617532198247454,0.520491079892963,1,1
"193",0.101652157430085,0.104578957660124,1,1
"194",0.320014790611631,0.275213598040864,1,2
"195",0.502781131105785,0.331088930601254,1,2
"196",0.501702868005567,0.486156932311133,1,1
"197",0.137771689784976,0.197387440130115,1,2
"198",0.080603110002807,0.132685429183766,1,2
"199",0.735990580866381,0.85940226726234,1,1
"200",1.06226221810465,0.912353306077421,1,2
"201",0.539371574609829,0.575529471971095,1,2
"202",0.482482303165486,0.527657375205308,1,1
"203",0.519070334617534,0.664633419597521,1,2
"204",0.890078254586092,0.839021602645516,1,1
"205",0.0490343638993822,0.10844977106899,1,2
"206",0.205385024855391,0.339686603983864,1,2
"207",0.0605197340178834,0.0942036632914096,1,1
